26_to_64_years_Less_than_high_school_graduate_With_health_insurance_coverage,26_to_64_years_Less_than_high_school_graduate_With_health_insurance_coverage_With_private_health_insurance,26_to_64_years_Less_than_high_school_graduate_With_health_insurance_coverage_With_public_coverage,26_to_64_years_Less_than_high_school_graduate_No_health_insurance_coverage,26_to_64_years_High_school_graduate__includes_equivalency__With_health_insurance_coverage,26_to_64_years_High_school_graduate__includes_equivalency__With_health_insurance_coverage_With_private_health_insurance,26_to_64_years_High_school_graduate__includes_equivalency__With_health_insurance_coverage_With_public_coverage,26_to_64_years_High_school_graduate__includes_equivalency__No_health_insurance_coverage,26_to_64_years_Some_college_or_associate's_degree_With_health_insurance_coverage,26_to_64_years_Some_college_or_associate's_degree_With_health_insurance_coverage_With_private_health_insurance,26_to_64_years_Some_college_or_associate's_degree_With_health_insurance_coverage_With_public_coverage,26_to_64_years_Some_college_or_associate's_degree_No_health_insurance_coverage,26_to_64_years_Bachelor's_degree_or_higher_With_health_insurance_coverage,26_to_64_years_Bachelor's_degree_or_higher_With_health_insurance_coverage_With_private_health_insurance,26_to_64_years_Bachelor's_degree_or_higher_With_health_insurance_coverage_With_public_coverage,26_to_64_years_Bachelor's_degree_or_higher_No_health_insurance_coverage,65_years_and_over_Less_than_high_school_graduate_With_health_insurance_coverage,65_years_and_over_Less_than_high_school_graduate_With_health_insurance_coverage_With_private_health_insurance,65_years_and_over_Less_than_high_school_graduate_With_health_insurance_coverage_With_public_coverage,65_years_and_over_Less_than_high_school_graduate_No_health_insurance_coverage,65_years_and_over_High_school_graduate__includes_equivalency__With_health_insurance_coverage,65_years_and_over_High_school_graduate__includes_equivalency__With_health_insurance_coverage_With_private_health_insurance,65_years_and_over_High_school_graduate__includes_equivalency__With_health_insurance_coverage_With_public_coverage,65_years_and_over_High_school_graduate__includes_equivalency__No_health_insurance_coverage,65_years_and_over_Some_college_or_associate's_degree_With_health_insurance_coverage,65_years_and_over_Some_college_or_associate's_degree_With_health_insurance_coverage_With_private_health_insurance,65_years_and_over_Some_college_or_associate's_degree_With_health_insurance_coverage_With_public_coverage,65_years_and_over_Some_college_or_associate's_degree_No_health_insurance_coverage,65_years_and_over_Bachelor's_degree_or_higher_With_health_insurance_coverage,65_years_and_over_Bachelor's_degree_or_higher_With_health_insurance_coverage_With_private_health_insurance,65_years_and_over_Bachelor's_degree_or_higher_With_health_insurance_coverage_With_public_coverage,65_years_and_over_Bachelor's_degree_or_higher_No_health_insurance_coverage,stateId
20329,7345,13926,7796,53183,34915,21053,8468,90748,69320,24037,11151,188492,177457,13939,7009,8528,1953,8351,509,23030,13308,22357,233,25447,15500,24692,0,37061,26386,35112,0,MN-05
25831,15025,11883,14138,80300,63488,21727,19195,102065,87894,19711,19604,121602,115690,10231,5748,19453,6880,19046,209,41234,19852,40243,35,36377,21820,35997,0,32394,21505,31131,20,NC-13
24697,13202,13123,14012,71056,52585,22597,16388,104827,90820,21654,12750,147770,144528,6482,5523,15598,6704,15433,157,32617,17869,31950,388,35733,21775,34804,194,34154,23995,33122,31,NC-09
13681,8827,5535,2816,74722,63734,15070,12258,129009,116191,19126,10457,114853,111744,6625,4502,12509,7029,12444,130,38781,26055,38137,132,34594,24605,33644,104,27342,19394,25735,197,ND-00
22208,10522,12701,4383,96010,68821,32689,12955,90421,69753,24491,10740,128469,124492,6888,2977,19841,8536,19638,0,43721,23142,42439,83,28895,18018,28085,102,32931,22490,31566,150,OH-02
23904,10596,14306,5335,119450,84527,39931,15604,97059,79795,22240,7407,62584,58436,6098,3220,17233,7410,17018,209,67044,38758,65844,145,31806,20317,31092,0,20064,13557,18929,85,OH-06
20509,11982,9711,5095,118748,95248,29001,11149,107632,91442,20712,7295,71173,68160,4744,1885,14391,7238,14347,119,56572,36768,55218,33,30942,19987,30361,68,23775,17070,23417,0,OH-04
11105,6987,4849,7506,88602,70465,21579,7120,95044,85486,13674,6743,134099,128575,8123,4635,11694,6142,11263,764,52441,31939,51522,119,40116,25586,38471,0,38933,25440,37266,0,OH-16
30406,8589,22956,3842,77698,43442,37078,12321,106681,70541,42880,8240,95224,88767,8740,2592,16633,5804,16407,75,36726,17632,35964,0,32050,15910,31110,24,29681,17800,28148,43,OH-11
20876,9951,12504,4134,110957,82942,32953,13780,97852,80837,21561,7391,92690,88453,6607,2961,15264,6944,15066,595,50699,29470,49142,129,30295,18839,29079,101,24208,17203,23196,143,OH-08
24153,17449,7532,16096,76344,63229,16570,26949,102993,92498,15823,23672,121711,118438,6500,9796,12002,5921,11553,378,32598,19502,31908,706,36334,22025,35390,281,38028,25832,35933,101,OK-01
28099,19236,10151,24886,80739,63160,21549,29082,91753,80023,16850,20030,121237,117335,8226,8472,12165,4463,11888,471,30498,17330,29148,358,35993,23477,34841,165,35548,27253,33778,0,OK-05
30460,18152,13864,9978,73393,52700,25272,11884,125454,100772,31215,13849,210134,197002,17838,10716,9483,2564,9392,758,25798,13636,24999,256,34381,19292,33250,583,47679,30286,45464,205,OR-03
25432,14147,12401,7107,84361,58608,31850,12487,135422,101120,44154,13505,103360,91788,15727,5741,12706,4924,12626,65,47287,23574,46826,140,65168,36328,64209,159,51193,32234,49789,310,OR-04
27261,16305,13559,3845,68605,48572,24484,6554,62602,51222,15634,3073,90854,85228,7298,3453,14388,6748,14007,332,26846,16603,25525,183,20246,12934,19763,169,25620,17495,24880,181,RI-01
31835,16616,17353,11736,86262,66503,26140,17079,90928,78938,19372,15292,77983,73724,6322,3160,17735,7623,17438,252,46040,23449,44879,126,34851,20557,34439,114,30407,19865,29467,0,SC-03
24031,11484,13660,18421,94024,70932,28965,32310,91027,75426,21551,15977,71539,67519,6942,6404,24752,9797,24734,241,53581,32716,53147,155,44421,32182,44005,0,39352,30533,38550,0,SC-07
27204,15515,12607,16589,76619,57769,25240,22278,76851,60873,23067,16127,68725,65421,7395,5349,18932,6338,18907,34,35437,19645,34060,134,28575,16794,27250,43,20592,15620,20135,195,SC-06
24503,10402,15523,13369,87705,64932,27911,25482,102213,85708,21887,13025,98523,94807,6202,3914,23674,11301,23460,10,46654,26304,46222,423,34561,22702,33532,88,32016,22693,30645,219,TN-03
24799,14416,11920,12765,91714,71136,26534,23857,93874,82182,18307,12816,86216,82327,7085,5037,17161,7660,16884,431,44030,22662,43075,124,36202,20711,35271,175,30440,19807,29424,105,AL-01
32903,17454,19267,12729,86440,70751,20067,17837,98706,87420,18290,12636,84448,81462,6750,2602,22201,8810,21877,267,39557,24159,39201,33,29233,19191,28669,0,25987,20312,25282,0,AL-03
22693,15157,9427,11760,76062,61703,18453,17144,95540,86369,17201,14857,123488,120605,8320,4157,15077,8626,15024,0,39842,27761,39355,52,31340,24100,30693,0,36563,30366,34548,291,AL-05
36339,24691,15193,17949,89602,74112,22126,20345,96321,85696,17830,15440,61378,59491,3751,2616,24417,12426,24312,207,48050,26280,47188,153,33006,21853,32691,477,18553,14496,18068,337,AL-04
27180,12450,16596,10722,87751,61545,32090,22241,78818,61021,22810,14498,64637,60648,6135,5678,19165,6950,18633,228,40058,19461,39368,60,27865,15901,27348,314,21848,16025,20652,0,AL-07
23892,12564,13338,11172,78983,64459,19759,20607,91174,79140,20178,13967,72015,69795,7295,4250,20800,8739,20550,0,40160,23112,39612,43,30188,22096,29297,116,25771,19616,25111,65,AL-02
19328,12911,7635,9180,66604,55611,15715,12931,92695,85360,12397,11075,140245,137099,7039,6270,12978,5880,12598,216,31148,18390,30751,9,33069,21333,32187,52,36375,25369,34411,0,AL-06
16610,6457,11139,5773,80249,56208,27747,22994,108228,90011,27807,19223,104790,98947,12285,7253,6586,2473,6366,81,25964,12789,24959,503,28011,18436,27074,132,27629,21265,26377,29,AK-00
26826,11692,15923,10909,71878,43555,32070,20897,109125,80685,34642,20152,74726,69427,7553,6391,18614,4846,18383,505,32491,15816,31891,321,53521,29024,52642,844,47775,32143,46433,0,AZ-01
51865,25129,28932,24492,83990,58466,28754,22978,101952,78138,28192,17165,54636,49641,6886,6356,28136,5649,27604,449,25379,11359,24566,190,25988,12626,25406,515,15377,8901,14738,0,AZ-03
15066,10542,5109,5993,63589,52940,13317,10784,133834,118957,20677,12336,160179,154597,8663,8558,11207,3953,10849,9,38279,21371,37627,273,51305,31860,49538,0,44704,30314,42086,133,AZ-05
28367,15593,15049,6858,88241,63068,31604,16623,119721,93501,33794,16732,70019,63620,9719,5673,24371,13142,23518,0,66884,38770,65621,320,87069,54603,85568,18,50998,33668,50042,0,AZ-04
69308,34385,37574,47807,91281,57955,35715,32821,90039,62719,32276,20195,60048,53223,8720,6497,24554,4732,24163,1230,15087,5935,14766,330,19178,8750,18727,348,10961,5153,10299,387,AZ-07
20243,10922,10684,9941,59929,39039,24639,10966,103065,81276,29860,12084,110241,101175,15793,5001,11607,4547,11254,26,33853,18516,33356,294,52965,30593,52298,99,61972,40203,60070,75,AZ-02
28011,14935,15597,12214,56587,42024,16907,15665,115015,98634,22161,15069,174850,168024,9506,9752,9503,3255,9163,136,32025,16364,30867,507,46768,23297,45133,343,71854,37778,70017,95,AZ-06
22478,14336,9216,9820,72001,57750,17142,8823,132628,115046,26042,11214,110517,104089,11517,5687,11226,5440,10876,186,43739,22683,43070,1422,60452,34226,58907,287,59296,36485,57439,84,AZ-08
36917,23101,15295,16450,95871,70966,30693,21292,92935,73661,25507,14287,118893,111768,10185,4746,18994,7056,18171,635,36324,19453,35867,55,36287,20759,34820,142,29077,18434,27920,45,AR-03
21439,10024,12532,9451,98475,68299,37013,18963,100642,77724,28993,12349,108822,102259,10413,4232,17092,6216,16931,445,38804,21185,37968,0,33420,22222,33088,324,34893,25657,33497,219,AR-02
49865,22483,30767,14220,79492,50560,33305,15662,101301,75134,31689,12368,67638,58480,11294,5070,27870,6723,27605,454,37331,14361,36148,200,53855,28971,52057,191,55797,33611,53409,409,CA-36
81395,52488,31929,29855,74632,52214,24203,19093,78974,65428,15704,11652,77467,67719,11382,6901,24402,5101,23390,1450,17384,5017,16429,278,18956,7102,18219,173,13452,6968,12451,93,CA-46
8580,5458,3330,1485,27230,20845,7378,2698,64441,57645,8631,5915,251605,242369,13555,8462,6504,2335,6380,126,16280,7909,15934,114,31294,17236,29760,65,71683,45129,67776,130,CA-33
27998,17712,11482,3779,67028,51620,17943,4628,96473,85342,14098,3987,218234,211439,8596,2560,17759,5873,17120,702,25635,12496,24267,56,27862,15754,26568,46,37426,24506,33309,404,CA-15
47769,23338,25943,16877,64221,45506,21571,11815,93097,75239,20979,13596,128539,117076,13169,7848,21994,4229,21239,602,21555,8534,20266,0,28564,12818,27073,184,30063,17257,28244,83,CA-47
18281,10744,8698,9540,89654,69173,24786,18687,81822,70966,14948,11259,111666,108531,5747,3812,18398,6820,18000,227,41917,22739,40902,212,30469,18353,29314,0,31559,21828,29525,50,TN-08
29531,19051,11802,12644,113498,92282,26362,20815,100025,85962,19515,12588,103173,99056,8870,5735,23729,9813,23540,80,52191,28997,51469,154,36585,21621,35864,0,27433,18492,26103,0,TN-06
49985,30942,20104,71838,63784,50661,13818,57557,58317,50986,9163,28980,37083,34252,3550,8391,30569,4055,29711,2780,16972,5248,16100,342,10777,5519,10194,200,6024,3116,5588,251,TX-29
25772,17880,8744,25585,86282,69829,19266,31373,90067,78766,16368,22830,63330,61154,5115,7713,26578,6963,26439,620,34921,18074,33362,216,33852,19368,32839,42,24530,16239,23408,453,TX-27
20175,15448,5457,22718,70757,60352,13464,30240,101580,91942,13979,22311,90599,88396,5211,7924,12453,5225,12122,688,32998,19693,31181,0,34451,19259,33464,231,24579,16695,23441,0,TX-14
30419,21031,10004,34494,73545,61871,15890,37462,88783,78665,14267,22640,68438,66020,4332,7459,17092,4820,16422,720,34763,19117,33598,194,34101,20287,33710,22,21117,15220,19424,258,TX-05
25175,17792,8317,14629,70973,63122,12047,32209,111355,103584,12636,22290,194070,189892,8763,12651,11425,3215,10747,116,29308,15022,27214,156,29294,16508,28305,431,39907,26171,37509,241,TX-10
42007,27842,15615,38692,85215,69864,19905,34890,95015,84040,17594,27601,101258,97117,8350,16841,25160,6200,24705,396,26045,14275,24723,333,20772,12581,20436,0,15677,8862,14662,0,TX-35
18362,15039,3720,18606,57150,50454,8510,23743,121614,115357,9310,17847,222674,220564,5823,15828,14281,3512,13607,1948,22027,11114,20497,656,29987,17654,27622,371,37390,24689,34688,519,TX-22
26269,19924,7240,19444,66762,56100,15832,27740,76475,68881,12335,21349,74264,72332,4333,7692,20467,6089,20087,111,29428,16576,28975,23,29575,18125,28851,0,21944,15877,21191,0,TX-19
10367,7705,3447,5430,47855,40897,8920,10787,99018,92333,9932,15754,138094,132602,7540,6154,4614,1996,4345,382,17851,10973,17223,0,29651,17174,28891,107,33501,21705,31106,117,UT-03
19235,14338,5788,10636,68545,60525,10727,17284,116088,106435,12903,14326,113343,109568,5273,6862,6844,2811,6436,948,26442,16486,26020,0,40138,27495,38956,492,34564,21000,33092,0,UT-02
25059,13772,13351,7785,89220,66971,28412,16101,110899,91230,26551,14311,92872,87064,12182,3740,16786,7991,16724,464,32498,21097,32001,80,28595,18388,28210,99,26785,20573,26497,91,VA-03
27561,14806,14676,10840,91172,69181,26755,14133,103082,87282,23336,9725,119220,114529,10126,5902,20873,9856,20110,657,34351,23604,32965,0,30363,21130,29565,36,30030,22360,28813,0,VA-04
18152,11299,8328,7314,57603,47146,13696,8395,107291,98374,16387,11076,128170,123754,12292,4422,9650,5811,9094,164,29869,20541,29176,48,33299,25773,31821,0,38311,30350,37407,367,VA-02
26734,16456,12060,8724,96488,77245,22960,17556,89362,77380,16434,8613,101432,97680,7191,4211,23648,12899,23394,214,46594,27341,45755,109,33200,22526,32942,0,33608,23430,32694,120,VA-06
18650,13169,6520,4674,68605,56091,15532,8922,114477,100544,19490,8993,198133,190382,11367,4850,6716,3190,6366,127,25254,15241,24673,117,36086,23220,34479,216,42424,27547,38810,633,WA-01
17595,7674,10914,4635,72495,48403,27708,10072,131816,98050,44687,8588,101230,92370,12481,4408,7649,3057,7263,149,28908,15150,28474,152,46953,27914,46026,608,40828,26719,39956,62,WA-05
22190,15346,7702,7748,73970,58308,19354,9623,129553,105014,30649,14489,124718,116873,11595,4436,9218,3500,8805,0,28882,17587,28255,105,45389,27932,43797,51,45089,31653,43334,0,WA-02
16341,7868,9409,4156,76939,56155,25358,9467,113178,90441,30925,11225,111847,104364,12767,4577,8385,5405,8279,109,35604,25051,34743,0,55224,39299,53882,186,52701,39701,50908,27,WA-06
30141,9795,23167,4881,100366,58826,48658,13196,64446,45869,23758,6715,48379,43780,7226,3002,30423,11437,30423,26,51333,29544,50642,60,23348,15389,22618,28,16082,12025,15678,0,WV-03
20676,12367,9324,6470,83922,66773,21746,12032,111241,97321,18547,7153,116401,112189,6497,3739,9720,5111,9448,487,45590,28687,44626,201,35730,23937,35338,40,29537,18843,28182,113,WI-01
14155,9871,5075,2447,76539,64583,15430,7018,109414,100118,13713,6825,155567,151456,7518,2996,9267,3887,9267,0,49635,31374,48793,9,38920,23727,37711,61,38976,24943,37571,0,WI-05
14068,9232,5291,4637,69315,57894,14430,8292,101635,87712,17849,5796,179527,174079,8836,4246,6598,3406,6493,319,36965,24942,36086,54,29256,20666,27980,84,42658,32650,41236,23,WI-02
9663,7178,2938,4680,64725,56022,12283,17561,86949,78950,12766,15341,73400,71205,4795,7360,5658,2735,5575,22,30128,17373,29507,21,29839,18363,29484,67,30447,21502,29996,0,WY-00
17754,8972,10440,2298,106166,79100,32954,10896,91865,75289,20688,6236,96219,91328,6797,2918,14093,7792,13989,21,65356,43794,64388,0,31846,21561,30720,0,34064,25920,32645,0,PA-14
23312,14208,9714,7422,71943,56643,18784,7879,67509,57797,12675,4846,178523,172677,8558,3345,10556,5610,10229,117,37614,24148,36410,89,24966,16855,24216,0,44497,31769,42822,133,PA-06
20411,12955,9453,8717,119476,91918,35017,12198,74035,64175,14261,6856,79332,75661,5904,2985,16768,9370,16525,335,63314,43026,62001,327,26002,18022,25540,81,28246,20893,27210,0,PA-12
11276,7057,4679,2947,51662,46491,7827,6342,85035,80887,6118,6814,210723,208282,5689,4719,8763,3736,8565,229,37087,20133,36383,0,40507,23910,39753,143,59200,36115,55828,114,MO-02
22691,10864,12598,8355,80815,55539,29689,18477,96698,80183,22996,14627,129767,125713,6796,4977,14438,3705,14378,250,32058,12812,31270,0,29544,13699,28630,457,26384,16175,25252,90,MO-01
20030,11922,8849,12780,96725,77295,22346,23288,102853,91363,17027,18280,115961,112039,6695,7644,11512,4637,11352,767,42776,24735,41699,210,34461,21167,33271,0,29143,18246,28081,143,MO-05
14899,11797,3691,6429,56387,48877,10324,9647,98049,90426,12549,10806,103958,101893,4363,3213,7849,4288,7706,0,34406,20372,33584,44,29629,19885,28778,14,25913,18652,24918,0,NE-01
15567,11360,4847,11032,52808,44606,10077,12276,86752,79594,12234,8751,146902,144160,6663,6641,5754,2215,5513,71,26556,13298,25781,71,27513,17387,26054,0,27404,17370,25957,0,NE-02
36701,26288,12079,16038,97360,74388,27047,17560,112623,91910,28096,13332,71051,64533,10056,5050,13945,4616,13386,1388,35105,16652,33994,18,42658,21991,41524,202,29081,15711,28455,68,NV-04
17168,10759,7778,3791,80054,64303,18384,15998,91444,78978,15702,8885,135518,130830,7700,5446,9535,4174,9348,162,35620,23455,34968,0,31720,20179,30403,0,44205,33494,41844,18,NH-01
13614,8766,6066,3406,90688,74596,20788,10939,94669,83927,14523,5219,138403,132046,10083,3899,13889,7448,13631,95,56821,41334,55724,0,34162,24998,32934,41,40835,30162,39127,107,NJ-03
12262,8254,4853,5722,69679,57073,17114,9993,80073,67211,16867,5482,165086,155867,13512,5272,10344,4933,10224,215,47605,31091,46321,374,32762,21765,31467,118,49277,36670,47331,0,NJ-04
23558,13515,11127,12176,98896,75323,29159,15329,88333,71356,21403,7050,93524,88681,7519,3826,19205,9046,19025,241,50557,33631,49889,809,29203,20025,28826,0,35269,25726,33576,455,NJ-02
10216,8241,2425,2800,52885,46723,7503,6760,66624,59659,8630,3869,222973,215962,9622,4763,8957,4052,8801,583,34946,22057,33295,415,21945,14585,21336,0,58932,42985,55271,495,NJ-11
36872,20268,17618,28594,89409,60457,30310,32507,60897,45479,16934,15487,152525,142567,11408,12731,29765,6826,29428,1851,23388,8372,22068,462,11323,5233,10701,566,13657,6495,12452,595,NJ-08
40087,13929,27641,13592,76720,46569,35973,14501,94545,63017,38767,10462,57978,51068,9306,5972,27295,6785,27034,763,33648,19341,32609,328,32001,20033,31500,418,28532,18421,27224,124,NM-02
22738,9167,15318,2288,70348,51397,22962,6316,99425,83829,20342,3775,151858,143023,11276,3241,10484,5213,10328,129,39751,29852,39138,0,31375,22737,30805,0,42341,35096,40050,0,NY-20
27491,10310,18476,3285,100916,68320,39008,8140,98484,78148,26866,4929,84572,77558,9824,1676,17597,9153,17536,108,45836,29403,45190,36,32704,23299,32124,0,30004,23474,29705,0,NY-21
27638,17349,12401,7428,70739,54760,19861,7423,81684,72568,12516,5579,168873,159397,13214,5441,14424,6541,13534,174,37810,23226,35674,194,24342,17000,22438,506,42493,32501,39492,188,NY-04
28261,10956,19887,3376,91173,60572,35749,6848,99166,78469,26252,5510,89467,81844,9653,2139,13196,6216,13132,94,48589,29673,47728,87,36828,24971,36344,0,27888,21004,26753,0,NY-22
22525,11137,12589,2676,93580,70578,29120,9078,96873,76407,25219,7766,107062,96419,13260,3584,16338,7939,15965,397,47387,30919,45744,127,36118,24448,35344,61,44321,32488,42870,18,NY-19
14701,8919,6909,3325,90219,72214,24324,5658,111344,93996,22177,4115,128245,120520,11607,2091,12424,7812,12424,0,55014,37568,53406,23,33983,22743,33506,48,37865,28310,36520,19,NY-27
46587,25122,26314,19461,81697,49381,37187,25479,77933,59233,22839,9366,107875,94375,16945,9046,31958,10668,30632,1087,33289,12163,32072,610,14708,6404,13858,81,18972,10813,17932,595,NY-14
25286,11515,16796,3894,87371,62200,30175,7124,104092,84286,26481,4170,114216,106807,10913,2832,13188,6070,13119,98,41101,25110,40085,270,32863,23338,31909,11,33200,24363,31737,90,NY-24
30286,16806,14589,22694,59669,44619,17131,16956,96551,78985,21442,10999,117597,110003,9874,5180,15927,4591,15254,495,20485,11063,19310,111,33332,21448,31573,0,45872,31295,43974,174,CA-26
49402,28529,22208,12883,64543,47267,19631,8595,95888,79592,19072,7761,148573,140207,10971,3683,25741,7334,24965,415,20361,9544,19576,340,25587,14826,24247,103,31645,19205,28587,96,CA-19
35318,20952,15125,20561,51266,37252,16116,9808,87574,71820,19933,9363,107249,101196,8467,4858,11652,4097,11592,211,22657,14618,22050,239,41720,28942,40803,257,52290,36196,50383,180,CA-24
43251,17990,26427,7890,87931,53675,38020,12734,114803,82811,37655,11279,115205,102146,15991,4471,16402,4639,15765,252,24014,12993,21985,42,31082,21444,29471,135,27723,19784,26646,0,CA-06
40240,21624,20019,13438,56658,39428,19162,8588,96707,77423,22316,6244,170746,161156,12499,5272,10471,3284,10036,612,19918,10783,19362,82,33800,23807,32337,0,59622,41134,56367,202,CA-11
43756,17527,27796,15157,85827,56002,34008,13138,100378,70283,35657,11746,55031,47827,10162,2723,14425,2825,14329,328,24474,9313,23523,90,38725,16929,38298,146,15640,8051,15234,218,CA-08
23329,12062,12483,10106,56630,36685,21648,11151,87831,69272,21899,11104,200068,180353,23097,15333,21744,4393,20946,1158,22913,5332,22187,203,27317,11680,25544,551,36919,19045,34166,537,CA-28
34913,19281,16831,3683,45297,29321,18050,4721,72625,58041,17227,6236,309080,296351,17478,9679,28005,7232,26370,808,19135,9955,17927,56,22921,13154,21253,136,48109,30337,45331,183,CA-12
19054,11927,8459,3406,66575,50598,19301,7390,122382,102114,27564,9427,136294,128809,10183,4372,13922,6641,13922,86,36192,22057,35647,22,65049,46810,62844,52,50792,36986,48767,410,CA-04
64524,38404,28988,24495,93182,62696,33784,20884,105580,79633,29601,11726,62849,55418,9685,2829,19585,2237,19231,973,17483,5743,17108,250,20971,9395,19865,106,14945,7272,14181,38,CA-41
25779,16163,10487,2940,49779,40627,10551,4043,78518,68725,12590,3078,292237,282109,13246,7338,17015,5212,15561,418,17144,7392,15860,534,21158,11827,19983,0,35787,21499,32161,658,CA-17
46462,25086,22454,14388,77590,58128,22495,13596,107921,93556,18845,10621,88371,80720,9767,5014,28768,5815,27887,339,27664,9719,26614,244,26667,13548,25217,279,24221,11415,22863,390,CA-38
14031,7229,8296,4789,70380,53048,23113,10921,121389,93602,37825,16616,144543,132659,23254,7486,7299,2429,7100,70,25967,14092,25533,10,39810,24547,39369,89,45669,28563,44242,103,CO-05
35007,25263,11162,11260,86428,65954,24770,14645,105487,89679,20225,13033,156645,148855,11585,7212,10795,4551,9561,132,32259,17336,31544,260,32506,20066,30657,50,33571,19953,31776,38,CO-07
33528,17562,19288,11147,120656,88782,38743,15354,117507,99682,24559,9429,160794,152020,14646,6303,18731,9366,18461,267,61052,41407,60205,278,49689,35792,48892,0,55679,40766,54141,47,DE-00
21795,10461,13042,4448,80576,57455,28548,8823,91612,74968,22103,6295,142122,135498,8939,5480,18355,8903,17648,133,35283,21459,34475,197,27792,16994,26393,98,38219,25800,36378,157,CT-01
27018,11676,16351,7961,87698,61989,30136,8886,79816,62539,19509,7633,129791,121515,11521,5133,17208,5694,17037,466,38457,20438,36944,84,30970,18078,29872,37,40337,27532,38239,286,CT-05
25893,14572,12737,17244,84302,65353,22639,27894,91550,79557,16579,18397,161469,155696,10195,15422,17619,3832,16912,674,30882,9332,30584,341,27337,13161,26582,46,33131,15696,31534,507,FL-14
20182,14784,6194,15897,81053,66626,18594,32753,105047,93462,16922,20056,116760,112814,7569,8981,17296,7332,15888,1760,67437,32219,66443,623,61910,34437,60571,33,86013,53387,82391,1142,FL-16
31601,18810,14643,16021,94092,75450,23272,26045,112078,96891,21525,22180,98771,93477,8809,11694,18705,5805,18190,448,44214,21580,42690,682,35533,17927,34884,407,29695,16688,28490,504,FL-15
20123,11044,10258,9267,79722,61076,24366,31016,100474,87386,18143,24795,114427,108815,9154,9161,21563,7439,21283,207,71720,30948,71037,247,57269,28952,56136,302,44303,25363,42801,342,FL-12
20183,11805,9768,13715,77608,59862,21476,23062,90738,77550,19974,14932,79001,75618,6760,5043,15996,5663,15920,259,49149,29509,48668,24,41841,26061,41193,193,37132,27333,36064,211,FL-02
22292,16221,6615,21897,60957,48277,14391,24446,84715,76426,11641,18979,122816,118643,8164,15955,18993,5863,18722,1492,51070,22359,50311,1874,55527,27181,53727,558,79051,47872,76129,616,FL-21
22661,18127,5763,14747,89459,77487,16764,25214,111812,99438,20906,18791,117745,113536,7549,12036,13291,5171,12651,564,30235,16842,28498,199,24174,15420,22298,35,18674,12387,17429,0,GA-13
23526,11597,14004,14550,74829,56773,22416,24962,90601,75326,23384,18693,53842,50879,5927,5255,25195,6783,25014,1086,33604,15461,32902,314,25360,14966,25066,99,18914,12954,18595,93,GA-02
42279,29652,15438,21291,94260,74316,24867,25002,95954,86280,15159,15380,62818,60180,4874,5129,22218,9545,21407,232,38442,21230,37913,380,26130,15324,25970,146,20167,13830,19997,0,GA-14
24983,14323,12470,17740,90954,72290,24174,23608,83476,70236,21337,18267,74394,70964,8064,4224,20359,8817,19757,453,38412,20801,37628,0,26272,15746,26049,256,20696,14591,20287,269,GA-12
22851,16413,8052,13470,89736,77994,16858,25152,147516,132213,24286,25591,115466,111882,9820,7330,14205,7672,13835,92,45766,25417,45280,116,55768,36807,54946,216,44879,30285,43647,89,ID-01
16471,12415,5118,2241,98719,73785,29601,7920,102069,86009,21958,6463,92714,85780,11223,3881,14604,8070,14463,274,32594,22568,31406,313,38619,27897,37058,70,43330,31484,41992,477,HI-02
12994,6466,7357,2478,81122,61455,22851,8361,95776,82300,17609,7443,120681,117164,5658,3353,9809,5559,9709,128,48494,32100,47875,0,37739,26766,37099,32,35089,25062,33440,387,IL-18
13772,9495,4628,5116,68233,59361,11225,7873,98051,88246,11625,7170,167785,164856,5768,4268,8199,5268,8039,531,31704,21986,30437,466,32572,20312,31504,238,32507,21431,30678,0,IL-14
21591,13260,9502,4659,95409,76157,24070,8370,114546,99072,20413,6693,81309,77239,6074,2351,12535,6955,12325,431,49187,32320,47956,0,37039,25665,36162,0,25683,18718,24702,19,IL-16
26189,11860,15408,6112,92403,60892,35021,11237,102592,79683,27366,9062,64053,59935,6043,1898,12633,6419,12533,303,47623,30737,46895,189,38568,25088,37419,160,23807,16301,22979,41,IL-17
28321,19691,9269,9212,79988,60913,21687,13516,88724,77300,13532,14365,112887,106705,8035,7035,18226,7760,17519,1015,40385,23199,39035,154,25180,15352,23603,207,27027,19084,25648,102,IL-03
30218,20890,10032,14150,71903,57348,16991,12668,88891,75097,16965,8068,137600,132823,6925,7186,10366,4991,9966,476,26875,16105,26554,160,22130,14947,21277,0,29911,20020,28175,49,IL-11
18318,7891,11758,6146,87021,62152,28795,12276,116114,95070,26675,8076,75086,71537,5814,2909,14164,7603,14164,476,53603,33531,52679,104,38645,25377,37949,0,20149,14782,19637,70,IL-15
29963,18469,12590,12912,102094,79560,26270,17196,87201,75109,14664,12533,75434,72056,4505,3756,14350,6316,14074,198,48866,27254,47780,145,28455,17457,27120,21,25212,16018,24338,148,IN-02
25509,12232,14050,7726,108755,84069,30718,15728,96784,79894,21070,10584,79125,74566,6719,3327,18046,8293,17967,180,54638,34010,53633,175,31010,20533,30223,135,19768,13490,19464,191,IN-06
28778,17349,12369,17027,94556,74995,23395,16013,102852,90006,17389,10922,88306,83943,7339,5389,12012,6535,11702,892,48068,28134,47100,88,29841,17027,29245,81,24816,13903,23776,97,IN-03
26443,16171,11330,8135,98537,82524,19240,14157,101965,89821,16465,12036,99888,96584,5654,4072,11137,5667,11002,0,50006,30946,49380,0,29378,18013,28873,0,25591,16144,24739,0,IN-04
